date,title,label,label_volatility,impact_type,impact_class,section,ticker
2022-08-11,"""Полюс"" продлил до 25 августа срок голосования держателей евробондов-28",1,0,none,up,business,POLY
2022-08-19,"""Мосбиржа"" зарегистрировала выпуск облигаций ""Полюса"" объемом 3,5 млрд юаней",0,0,none,neutral,business,POLY
2023-02-14,"""Полюс"" погасил евробонды-2023, перечислив средства всем категориям инвесторов",-1,1,volatility,down_vol,business,POLY
2023-02-14,"""Полюс"" погасил евробонды-2023, перечислив средства всем категориям инвесторов",-1,1,volatility,down_vol,business,POLY
2023-02-14,"""Полюс"" погасил евробонды-2023, перечислив средства всем категориям инвесторов",-1,1,volatility,down_vol,business,POLY
2023-04-11,"Bloomberg сообщил, что ""Полюс"" рассматривает листинг на бирже Астаны",1,0,none,up,business,POLY
2023-04-11,"Bloomberg сообщил, что ""Полюс"" рассматривает листинг на бирже Астаны",1,0,none,up,business,POLY
2023-05-11,"""Полюс"" планирует ввести в СД трех независимых директоров",1,0,none,up,business,POLY
2023-05-19,"США ввели санкции против ""Полюса"" и холдинговой структуры ""Полиметалла""",-1,0,none,down,world,POLY
2024-06-04,"""Полюс"" разместил бонды с расчетами в рублях на $150 млн",1,0,none,up,business,POLY
