date,title,label,label_volatility,impact_type,impact_class,section,ticker
2021-02-11,"""ЛУКОЙЛ"" изучит перспективу получения водорода из газа",1,0,none,up,business,LKOH
2021-02-25,"СК проверит обстоятельства гибели рабочего на буровой ""ЛУКОЙЛа"" в ХМАО",-1,0,trend,down,russia,LKOH
2021-03-10,"""ЛУКОЙЛ"" будет сокращать бурение и уменьшать добычные мощности",1,0,trend,up,business,LKOH
2021-03-10,"""ЛУКОЙЛ"" будет сокращать бурение и уменьшать добычные мощности",1,0,trend,up,business,LKOH
2021-03-25,"""ЛУКОЙЛ"" ввел в KPI для топ-менеджеров снижение карбонового следа от новых проектов",0,0,trend,neutral,russia,LKOH
2021-03-25,"СП ""Газпрома"" и ""ЛУКОЙЛа"" будет переваливать нефть через Варандей",0,0,trend,neutral,russia,LKOH
2021-03-30,"Пермский НПЗ ""ЛУКОЙЛа"" остановил установку первичной переработки из-за дыма",0,0,none,neutral,russia,LKOH
2021-05-21,"Пандемия помешала ""ЛУКОЙЛу"" привлечь квалифицированных иностранцев на Каспий",1,0,trend,up,business,LKOH
2021-12-06,"""ЛУКОЙЛ"" возобновил buyback после долгой паузы",0,0,none,neutral,business,LKOH
2022-05-12,"ФАС получила ходатайство ""ЛУКОЙЛа"" о покупке активов Shell в РФ",1,0,none,up,business,LKOH
2022-05-31,"""ЛУКОЙЛ"" хочет сократить состав СД и позволить ему приостановку полномочий президента НК",0,0,trend,neutral,business,LKOH
2022-06-16,"Enel продаст свою долю в ""Энел Россия"" ""ЛУКОЙЛу"" и фонду ""Газпромбанк-Фрезия""",-1,0,none,down,business,LKOH
2022-07-18,"""ЛУКОЙЛ"" инвестировал в ВИЭ в 2021 году на 8,5% и в 3,8 раз больше, чем в 2020 и 2019 гг.",-1,0,trend,down,business,LKOH
2022-08-17,"""ЛУКОЙЛ"" уведомил депозитарий об автоматической конвертации ADR",1,0,trend,up,business,LKOH
2023-02-15,"""ЛУКОЙЛ"" предложил держателям евробондов-23 опцию прямого платежа при погашении",0,0,trend,neutral,business,LKOH
2023-02-27,"""ЛУКОЙЛ"" запустил установку замедленного коксования на Кстовском НПЗ после пожара",1,1,volatility,up_vol,business,LKOH
2023-02-27,"""ЛУКОЙЛ"" запустил установку замедленного коксования на Кстовском НПЗ после пожара",1,1,volatility,up_vol,business,LKOH
2023-04-03,"Годовая чистая прибыль ""ЛУКОЙЛа"" по РСБУ выросла на 24%, до 790 млрд рублей",1,0,trend,up,business,LKOH
2023-05-02,"""ЛУКОЙЛ"" в 2022 году увеличил экспорт нефти из России на 14,1%",-1,0,none,down,business,LKOH
2023-05-02,"""ЛУКОЙЛ"" в 2022 году увеличил переработку нефти на 11,3%",-1,0,none,down,business,LKOH
2023-05-02,"""ЛУКОЙЛ"" в 2022 году увеличил добычу углеводородов без учета Западной Курны-2 на 7%",-1,0,none,down,business,LKOH
2023-05-02,"""ЛУКОЙЛ"" в 2022 году увеличил экспорт нефти из России на 14,1%",-1,0,none,down,business,LKOH
2023-05-02,"""ЛУКОЙЛ"" в 2022 году увеличил переработку нефти на 11,3%",-1,0,none,down,business,LKOH
2023-05-02,"""ЛУКОЙЛ"" в 2022 году увеличил добычу углеводородов без учета Западной Курны-2 на 7%",-1,0,none,down,business,LKOH
2023-05-25,"Конкурсный управляющий ""Открытие холдинга"" решил взыскать с ""ЛУКОЙЛа"" 12 млрд руб. ""разницы"" по сделке с АГД",1,1,volatility,up_vol,business,LKOH
2023-05-25,"Акционеры ""ЛУКОЙЛа"" в заочной форме утвердили дивиденды за 2022 год в 438 рублей на акцию",1,1,volatility,up_vol,business,LKOH
2023-06-02,"Рост российского рынка акций сдержал откат котировок ""ЛУКОЙЛа"" после отсечки дивидендов",-1,0,trend,down,business,LKOH
2023-07-04,"Рынок акций РФ во вторник превысил 2800п по индексу МосБиржи во главе с ВТБ и ""ЛУКОЙЛом""",1,0,trend,up,business,LKOH
2023-07-04,"Рынок акций РФ во вторник превысил 2800п по индексу МосБиржи во главе с ВТБ и ""ЛУКОЙЛом""",1,0,trend,up,business,LKOH
2023-07-21,"Парламент Болгарии досрочно прекратил аренду ""ЛУКОЙЛом"" терминала, обслуживающего его НПЗ",1,0,none,up,world,LKOH
2023-08-22,"Индекс МосБиржи вырос во вторник на 0,8% благодаря скачку акций ""ЛУКОЙЛа""",-1,0,trend,down,business,LKOH
2023-08-22,"""ЛУКОЙЛ"" запланировал выкупить до 25% акций у нерезидентов с дисконтом",-1,0,trend,down,business,LKOH
2023-08-22,"Индекс МосБиржи вырос во вторник на 0,8% благодаря скачку акций ""ЛУКОЙЛа""",-1,0,trend,down,business,LKOH
2023-08-22,"""ЛУКОЙЛ"" запланировал выкупить до 25% акций у нерезидентов с дисконтом",-1,0,trend,down,business,LKOH
2023-08-22,"Индекс МосБиржи вырос во вторник на 0,8% благодаря скачку акций ""ЛУКОЙЛа""",-1,0,trend,down,business,LKOH
2023-08-22,"""ЛУКОЙЛ"" запланировал выкупить до 25% акций у нерезидентов с дисконтом",-1,0,trend,down,business,LKOH
2023-09-28,Парламент Болгарии одобрил постепенное сокращение закупок из РФ для НПЗ ЛУКОЙЛа,1,0,trend,up,business,LKOH
2023-10-11,"""ЛУКОЙЛ"" и правительство Ирака изменили контракт по Западной Курне-2",1,0,trend,up,business,LKOH
2023-10-11,"""ЛУКОЙЛ"" и правительство Ирака изменили контракт по Западной Курне-2",1,0,trend,up,business,LKOH
2023-10-24,"Умер глава совета директоров ""ЛУКОЙЛа"" Владимир Некрасов",-1,1,volatility,down_vol,russia,LKOH
2023-12-04,"Бывший топ-менеджер ""ЛУКОЙЛа"" стал владельцем метанолового проекта в Ленобласти",0,0,trend,neutral,business,LKOH
2023-12-05,"Акционеры ""ЛУКОЙЛа"" утвердили промежуточные дивиденды в 447 руб. на акцию",-1,0,none,down,business,LKOH
2023-12-04,"Бывший топ-менеджер ""ЛУКОЙЛа"" стал владельцем метанолового проекта в Ленобласти",0,0,trend,neutral,business,LKOH
2023-12-05,"Акционеры ""ЛУКОЙЛа"" утвердили промежуточные дивиденды в 447 руб. на акцию",-1,0,none,down,business,LKOH
2024-02-27,"Конго вошло в лигу стран-экспортеров СПГ, произведя газ в проекте с участием ""ЛУКОЙЛа""",1,0,trend,up,world,LKOH
2024-02-27,"Конго вошло в лигу стран-экспортеров СПГ, произведя газ в проекте с участием ""ЛУКОЙЛа""",1,0,trend,up,world,LKOH
2024-05-07,"Рынок акций РФ просел ниже 3430п по индексу МосБиржи на отсечке ""ЛУКОЙЛа""",0,0,trend,neutral,business,LKOH
2024-07-09,"Объекты генерации ""ЛУКОЙЛ-Астраханьэнерго"" восстановили работу после отключения",-1,1,volatility,down_vol,russia,LKOH
2024-07-09,"Объекты генерации ""ЛУКОЙЛ-Астраханьэнерго"" отключены из-за загоревшегося камыша",-1,1,volatility,down_vol,russia,LKOH
