date,title,label,label_volatility,impact_type,impact_class,section,ticker
2021-07-02,Совкомбанк подал иск к МТС на 367 млн рублей из-за дорогих смс,0,0,none,neutral,russia,MTSS
2022-12-14,СПбМТСБ перевела софт для доступа к торгам на отечественную Java-платформу,-1,0,trend,down,business,MTSS
2022-12-14,СПбМТСБ перевела софт для доступа к торгам на отечественную Java-платформу,-1,0,trend,down,business,MTSS
2023-03-01,"Цены экспорта нефти в рамках price cap будут мониторить на базе данных Argus, ФТС и СПбМТСБ",-1,0,none,down,business,MTSS
2023-03-01,"Цены экспорта нефти в рамках price cap будут мониторить на базе данных Argus, ФТС и СПбМТСБ",-1,0,none,down,business,MTSS
2023-03-31,"МТС создала ""дочку"" под развитие направления ""умного дома""",0,0,none,neutral,business,MTSS
2023-04-18,"МТС в рамках допсоглашения с Cisco урегулировала задолженность на 1,2 млрд рублей",1,1,"trend,volatility",up_vol,business,MTSS
2023-09-08,"РКН проверит информацию о возможной утечке данных клиентов ""МТС Банка""",0,0,trend,neutral,russia,MTSS
2023-10-03,Объем продаж бензина на СПбМТСБ в сентябре снизился на 7% к августу,-1,0,trend,down,business,MTSS
2023-11-13,"Регулятор в Армении намерен одобрить продажу ""МТС Армения"" кипрскому инвестору",0,1,volatility,neutral_vol,business,MTSS
2023-11-15,На СПбМТСБ появилось два новых вице-президента,-1,0,none,down,business,MTSS
2023-11-15,На СПбМТСБ появилось два новых вице-президента,-1,0,none,down,business,MTSS
2023-11-16,Суд частично удовлетворил иск МТС-банка к Euroclear,0,0,none,neutral,business,MTSS
2023-11-29,Белорусское дизельное топливо вернулось на СПбМТСБ,-1,0,none,down,business,MTSS
2024-01-25,"""МТС AI"" возглавил выходец из VK Калинин",-1,1,volatility,down_vol,business,MTSS
2024-01-29,Акционеры МТС-банка рассмотрят вопрос о дроблении акций,-1,0,trend,down,business,MTSS
2024-02-26,Полномочия президента МТС Вячеслава Николаева продлены на три года,0,0,trend,neutral,business,MTSS
2024-02-26,"МТС создала новое ""МТС Медиа"" вместо переименованного в ""Кион""",0,0,trend,neutral,business,MTSS
2024-07-16,"МТС передает квазиказначейский пакет порядка 1,1% капитала в ЗПИФ для оптимизации расходов",1,0,none,up,business,MTSS
2024-07-16,Индекс Мосбиржи опустился ниже 2900п на фоне упавшей нефти и отсечки дивидендов МТС,1,0,none,up,business,MTSS
2024-07-16,"МТС передает квазиказначейский пакет порядка 1,1% капитала в ЗПИФ для оптимизации расходов",1,0,none,up,business,MTSS
2024-07-16,Индекс Мосбиржи опустился ниже 2900п на фоне упавшей нефти и отсечки дивидендов МТС,1,0,none,up,business,MTSS
2024-07-25,МТС разместила бонды на 17 млрд рублей с привязкой к ключевой ставке,-1,1,"trend,volatility",down_vol,business,MTSS
2024-10-02,Нерезиденты предъявили к оферте менее 1% акций МТС,0,0,trend,neutral,business,MTSS
2025-01-31,"Акционеры МТС утвердили изменения, необходимые для реструктуризации корпуправления",0,0,none,neutral,business,MTSS
2025-02-27,На СПбМТСБ в феврале объем торгов газом вырос с приходом морозов,0,1,volatility,neutral_vol,business,MTSS
2025-02-27,На СПбМТСБ в феврале объем торгов газом вырос с приходом морозов,0,1,volatility,neutral_vol,business,MTSS
2025-03-13,"МТС переименовала ""дочку"" ""Телеком проекты"" под финтех-направление",0,0,none,neutral,business,MTSS
