date,title,label,label_volatility,impact_type,impact_class,section,ticker
2021-07-29,"""НОВАТЭК"" в начале 2023 года запустит нефтяную залежь Харбейского месторождения",0,0,none,neutral,business,NVTK
2021-09-23,"Финдиректор ""НОВАТЭКа"" арестован в США по обвинению в уклонении от налогов",0,0,trend,neutral,world,NVTK
2022-06-20,"Рынок акций РФ начал неделю с роста во главе с ""НОВАТЭКом""",1,0,none,up,business,NVTK
2022-06-20,"Рынок акций РФ начал неделю с роста во главе с ""НОВАТЭКом""",1,0,none,up,business,NVTK
2022-06-20,"Рынок акций РФ начал неделю с роста во главе с ""НОВАТЭКом""",1,0,none,up,business,NVTK
2022-07-27,"""НОВАТЭК"" решил не публиковать финансовый отчет за II квартал",0,1,volatility,neutral_vol,business,NVTK
2022-07-27,"""НОВАТЭК"" решил не публиковать финансовый отчет за II квартал",0,1,volatility,neutral_vol,business,NVTK
2022-10-24,"""НОВАТЭК"" предложил согласовать опцию рублевых выплат по евробондам инвесторам, чьи права учитываются в инфраструктуре РФ",1,1,"trend,volatility",up_vol,business,NVTK
2022-10-27,"НОВАТЭК получил основное оборудование по всем трем линиям ""Арктик СПГ 2""",1,0,none,up,business,NVTK
2022-10-27,"""НОВАТЭК"" призвал к международной кооперации по СПГ-проектам для преодоления энергокризиса",1,0,none,up,business,NVTK
2022-10-27,"НОВАТЭК получил основное оборудование по всем трем линиям ""Арктик СПГ 2""",1,0,none,up,business,NVTK
2022-10-27,"""НОВАТЭК"" призвал к международной кооперации по СПГ-проектам для преодоления энергокризиса",1,0,none,up,business,NVTK
2023-04-10,"Польша выставила на продажу активы польской ""дочки"" ""НОВАТЭКа""",0,1,"trend,volatility",neutral_vol,world,NVTK
2023-04-10,"Польша выставила на продажу активы польской ""дочки"" ""НОВАТЭКа""",0,1,"trend,volatility",neutral_vol,world,NVTK
2023-04-10,"Польша выставила на продажу активы польской ""дочки"" ""НОВАТЭКа""",0,1,"trend,volatility",neutral_vol,world,NVTK
2023-04-13,"""НОВАТЭК"" попросил поддержать освоение трудноизвлекаемых запасов газа",1,0,none,up,business,NVTK
2023-04-13,"""НОВАТЭК"" просит правительство адресно закрепить ресурсную базу под СПГ-проекты",1,0,none,up,business,NVTK
2023-04-13,"""НОВАТЭК"" попросил поддержать освоение трудноизвлекаемых запасов газа",1,0,none,up,business,NVTK
2023-04-13,"""НОВАТЭК"" просит правительство адресно закрепить ресурсную базу под СПГ-проекты",1,0,none,up,business,NVTK
2023-06-13,"""НОВАТЭК"" запатентовал свою технологию сжижения газа мощностью линии на 6 млн т/г",0,0,none,neutral,business,NVTK
2023-12-21,"Акции ""НОВАТЭКа"" ускорили снижение на новостях о форс-мажоре по ""Арктик СПГ 2""",0,0,none,neutral,business,NVTK
2023-12-21,"""НОВАТЭК"" объявил форс-мажор по проекту ""Арктик СПГ 2"" из-за санкций США",0,0,none,neutral,business,NVTK
2024-01-10,"Перерегистрация ООО ""Обский аммиак"" ""НОВАТЭКа"" в Мурманске отражена в ЕГРЮЛ",0,0,trend,neutral,business,NVTK
2024-02-05,"СД ""НОВАТЭКа"" 9 февраля даст рекомендацию по дивидендам за 2023 год",-1,0,trend,down,business,NVTK
2024-02-22,"Британия ввела санкции против Зюзина и топ-менеджеров ""АЛРОСА"" и ""НОВАТЭКа""",1,1,volatility,up_vol,business,NVTK
2024-03-25,"""Газпром"" вместо ""НОВАТЭКа"" купит 27,5% в ""Сахалинской энергии""",-1,1,volatility,down_vol,business,NVTK
2024-05-22,"""НОВАТЭК"" разместил бонды на $750 млн с расчетами в рублях",-1,0,none,down,business,NVTK
2024-05-22,"""НОВАТЭК"" разместил бонды на $750 млн с расчетами в рублях",-1,0,none,down,business,NVTK
2024-09-10,"""НОВАТЭК"" заявил, что не занимается формированием теневого флота для ""Арктик СПГ 2""",-1,0,none,down,russia,NVTK
