date,title,label,label_volatility,impact_type,impact_class,section,ticker
2021-01-20,На МКС в очередной раз отключилась система получения кислорода,1,1,volatility,up_vol,world,AFKS
2021-01-20,На МКС в очередной раз отключилась система получения кислорода,1,1,volatility,up_vol,world,AFKS
2021-05-07,Система здравоохранения Непала перегружена из-за коронавируса,0,1,"trend,volatility",neutral_vol,world,AFKS
2021-07-15,"""Система"" объединила в новый холдинг РТИ и ""Кронштадт"", снизив долю до неконтрольной",1,1,"trend,volatility",up_vol,business,AFKS
2021-07-15,"""Система"" объединила в новый холдинг РТИ и ""Кронштадт"", снизив долю до неконтрольной",1,1,"trend,volatility",up_vol,business,AFKS
2021-08-18,"АФК ""Система"" и структуры Дерипаски обсуждают раздел долей в Natura Siberica",-1,0,trend,down,business,AFKS
2021-08-18,"АФК ""Система"" и структуры Дерипаски обсуждают раздел долей в Natura Siberica",-1,0,trend,down,business,AFKS
2021-12-28,"Песков отметил, что созданная РФПИ инвестиционная система выгодна для государства",-1,0,trend,down,russia,AFKS
2021-12-28,"Песков отметил, что созданная РФПИ инвестиционная система выгодна для государства",-1,0,trend,down,russia,AFKS
2022-03-24,"Эффективная доля владения АФК ""Система"" в МТС опустилась ниже 50%",-1,0,trend,down,business,AFKS
2022-03-24,"Эффективная доля владения АФК ""Система"" в МТС опустилась ниже 50%",-1,0,trend,down,business,AFKS
2022-06-15,"АФК ""Система"" заинтересовалась мебельными фабриками IKEA в России",1,0,trend,up,business,AFKS
2022-07-11,"""Система"" разрешила себе замораживать выплаты ""санкционным"" акционерам",-1,0,none,down,business,AFKS
2022-07-11,"Совет директоров АФК ""Система"" рекомендовал не платить дивиденды за 2021 год",-1,0,none,down,business,AFKS
2022-07-11,"CEO АФК ""Система"" назначен управляющий партнер корпорации Ситдеков",-1,0,none,down,business,AFKS
2022-07-11,"""Система"" разрешила себе замораживать выплаты ""санкционным"" акционерам",-1,0,none,down,business,AFKS
2022-07-11,"Совет директоров АФК ""Система"" рекомендовал не платить дивиденды за 2021 год",-1,0,none,down,business,AFKS
2022-07-11,"CEO АФК ""Система"" назначен управляющий партнер корпорации Ситдеков",-1,0,none,down,business,AFKS
2022-11-21,Япония оснастила системами противоракетной обороны Aegis еще два эсминца,1,1,volatility,up_vol,world,AFKS
2022-12-07,Российская система ПВО сбила ракеты над Белгородской областью,-1,1,volatility,down_vol,russia,AFKS
2022-12-07,"Евтушенков пообещал акционерам АФК ""Система"" дивиденды за 2022 год",-1,1,volatility,down_vol,business,AFKS
2022-12-07,Российская система ПВО сбила ракеты над Белгородской областью,-1,1,volatility,down_vol,russia,AFKS
2022-12-07,"Евтушенков пообещал акционерам АФК ""Система"" дивиденды за 2022 год",-1,1,volatility,down_vol,business,AFKS
2023-01-03,Система ОМС заработает на новых территориях РФ в полном объеме с 2024 года,-1,0,trend,down,russia,AFKS
2023-01-19,"Структуры АФК ""Система"" займутся разработкой водородной силовой установки для беспилотника",-1,0,none,down,business,AFKS
2023-03-09,"Структура АФК ""Система"" закрыла сделку по покупке гостиниц у норвежской Wenaas",-1,1,"trend,volatility",down_vol,business,AFKS
2023-03-09,"Структура АФК ""Система"" закрыла сделку по покупке гостиниц у норвежской Wenaas",-1,1,"trend,volatility",down_vol,business,AFKS
2023-04-06,НСПК будет сотрудничать в части переводов и платежей с системами стран ЕАЭС и СНГ,-1,0,none,down,business,AFKS
2023-04-17,Банк России выстроит систему шлюзов с зарубежными платежными системами,1,1,"trend,volatility",up_vol,business,AFKS
2023-04-17,Банк России выстроит систему шлюзов с зарубежными платежными системами,1,1,"trend,volatility",up_vol,business,AFKS
2023-05-17,"""Система"" провела делистинг с LSE",0,0,none,neutral,business,AFKS
2023-05-18,"Система ПВО сработала над Белгородским районом, пострадавших нет",-1,1,"trend,volatility",down_vol,russia,AFKS
2023-05-17,"""Система"" провела делистинг с LSE",0,0,none,neutral,business,AFKS
2023-05-18,"Система ПВО сработала над Белгородским районом, пострадавших нет",-1,1,"trend,volatility",down_vol,russia,AFKS
2023-05-24,"Совет директоров АФК ""Система"" рекомендовал дивиденды за 2022 год 41 копейку на акцию",0,1,volatility,neutral_vol,business,AFKS
2023-05-24,"Совет директоров АФК ""Система"" рекомендовал дивиденды за 2022 год 41 копейку на акцию",0,1,volatility,neutral_vol,business,AFKS
2023-05-30,"Путин заявил, что система ПВО при атаке БПЛА на Москву сработала удовлетворительно",-1,0,trend,down,russia,AFKS
2023-05-30,"Путин заявил, что система ПВО при атаке БПЛА на Москву сработала удовлетворительно",-1,0,trend,down,russia,AFKS
2023-06-06,Система ПВО сработала над Белгородом по двум воздушным целям,1,0,none,up,russia,AFKS
2023-09-27,"АФК ""Система"" продала венчурный фонд Sistema SmartTech",1,0,none,up,business,AFKS
2023-09-27,"АФК ""Система"" продала венчурный фонд Sistema SmartTech",1,0,none,up,business,AFKS
2023-09-27,"АФК ""Система"" продала венчурный фонд Sistema SmartTech",1,0,none,up,business,AFKS
2023-10-17,Система ПВО сбила беспилотник самолетного типа под Белгородом,0,1,"trend,volatility",neutral_vol,russia,AFKS
2023-10-17,Система ПВО сбила беспилотник самолетного типа под Белгородом,0,1,"trend,volatility",neutral_vol,russia,AFKS
2023-10-30,Нетаньяху заявил о систематическом прогрессе ЦАХАЛ в кампании против ХАМАС,1,0,none,up,world,AFKS
2023-10-30,Нетаньяху заявил о систематическом прогрессе ЦАХАЛ в кампании против ХАМАС,1,0,none,up,world,AFKS
2023-11-02,"Акции ""СПБ биржи"" и АФК Система"" упали на новостях о санкциях США",-1,1,"trend,volatility",down_vol,business,AFKS
2023-11-02,"АФК ""Система"" и связанные с ней структуры попали под санкции США",-1,1,"trend,volatility",down_vol,business,AFKS
2023-11-02,"Акции ""СПБ биржи"" и АФК Система"" упали на новостях о санкциях США",-1,1,"trend,volatility",down_vol,business,AFKS
2023-11-02,"АФК ""Система"" и связанные с ней структуры попали под санкции США",-1,1,"trend,volatility",down_vol,business,AFKS
2024-01-23,Система ПВО сбила воздушную цель над Белгородской областью,-1,0,none,down,russia,AFKS
2024-02-08,Система ПВО сбила беспилотник под Белгородом,1,1,volatility,up_vol,russia,AFKS
2024-02-29,Пентагон увидел угрозу нацбезопасности США в противоспутниковых системах России,0,0,none,neutral,world,AFKS
2024-03-19,Система ПВО уничтожила 11 целей на подлете к Белгороду,0,0,trend,neutral,russia,AFKS
2024-03-21,"""Газпром"" начинает мега-проект ""Восточная система газоснабжения"" длиной более 5000 км",1,0,none,up,business,AFKS
2024-03-26,"АФК ""Система"" утвердила дивидендную политику на три года",1,1,volatility,up_vol,business,AFKS
2024-03-26,"АФК ""Система"" утвердила дивидендную политику на три года",1,1,volatility,up_vol,business,AFKS
2024-04-08,"Выручка АФК ""Система"" по МСФО в 2023 году превысила 1 трлн рублей",-1,1,volatility,down_vol,business,AFKS
2024-04-08,"Выручка АФК ""Система"" по МСФО в 2023 году превысила 1 трлн рублей",-1,1,volatility,down_vol,business,AFKS
2024-04-15,"Новым CFO Segezha назначен исполнительный директор по корпфинансам АФК ""Система""",1,1,"trend,volatility",up_vol,business,AFKS
2024-04-24,"АФК ""Система"" сможет при необходимости помочь Segezha в проблемах с долгом",0,0,none,neutral,business,AFKS
2024-04-24,"АФК ""Система"" сможет при необходимости помочь Segezha в проблемах с долгом",0,0,none,neutral,business,AFKS
2024-05-10,Система ПВО сбила еще несколько воздушных целей на подлете к Белгороду,1,1,volatility,up_vol,russia,AFKS
2024-06-06,"Два вице-президента АФК ""Система"" могут войти в совет директоров МТС",1,1,volatility,up_vol,business,AFKS
2024-06-07,"В совет директоров АФК ""Система"" номинированы Александр Шохин и Александр Волошин",-1,0,none,down,business,AFKS
2024-06-20,"США опасаются, что система ПРО Израиля не сможет отразить все удары ""Хезболлы""",0,0,trend,neutral,world,AFKS
2024-07-01,"Губернатор Севастополя сообщил, что система ПВО отражает атаку на город",0,0,trend,neutral,russia,AFKS
